文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
ProduceCard.json,p_card-02-act-3_052|2|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[5].text,が10以上の場合、使用可,在10以上的時候，可以使用,todo/new,在10以上的時候，可以使用,,的<nobr>
ProduceCard.json,p_card-02-act-3_052|2|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[8].text,の<nobr>,的<nobr>,todo/new,的<nobr>,,打分
ProduceCard.json,p_card-02-act-3_052|2|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[15].text,除外以外にある,在除外以外的,todo/new,在除外以外的,,</nobr>
ProduceCard.json,p_card-02-act-3_052|2|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[16].text,トラブルカード,干擾卡,todo/new,干擾卡,,課程中僅限1次
ProduceCard.json,p_card-02-act-3_052|3|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[5].text,が10以上の場合、使用可,在10以上的時候，可以使用,todo/new,在10以上的時候，可以使用,,的<nobr>
ProduceCard.json,p_card-02-act-3_052|3|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[8].text,の<nobr>,的<nobr>,todo/new,的<nobr>,,打分
ProduceCard.json,p_card-02-act-3_052|3|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[15].text,除外以外にある,在除外以外的,todo/new,在除外以外的,,</nobr>
ProduceCard.json,p_card-02-act-3_052|3|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamStaminaReduceFix|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamStaminaReduceFix|produceDescriptions[16].text,トラブルカード,干擾卡,todo/new,干擾卡,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_067|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[9].text,温存,溫存,todo/new,溫存,,成長
ProduceCard.json,p_card-03-act-2_067|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[10].text,状態の場合、,狀態的時候，,todo/new,狀態的時候，,,：
ProduceCard.json,p_card-03-act-2_067|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[11].text,スキルカード使用数追加,技能卡使用數追加,todo/new,技能卡使用數追加,,直接效果
ProduceCard.json,p_card-03-act-2_067|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[19].text,直接効果,直接效果,todo/new,直接效果,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_067|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[9].text,温存,溫存,todo/new,溫存,,成長
ProduceCard.json,p_card-03-act-2_067|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[10].text,状態の場合、,狀態的時候，,todo/new,狀態的時候，,,：
ProduceCard.json,p_card-03-act-2_067|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[11].text,スキルカード使用数追加,技能卡使用數追加,todo/new,技能卡使用數追加,,直接效果
ProduceCard.json,p_card-03-act-2_067|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[19].text,直接効果,直接效果,todo/new,直接效果,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_067|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[9].text,温存,溫存,todo/new,溫存,,成長
ProduceCard.json,p_card-03-act-2_067|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[10].text,状態の場合、,狀態的時候，,todo/new,狀態的時候，,,：
ProduceCard.json,p_card-03-act-2_067|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[11].text,スキルカード使用数追加,技能卡使用數追加,todo/new,技能卡使用數追加,,直接效果
ProduceCard.json,p_card-03-act-2_067|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[19].text,直接効果,直接效果,todo/new,直接效果,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_067|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[9].text,温存,溫存,todo/new,溫存,,成長
ProduceCard.json,p_card-03-act-2_067|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[10].text,状態の場合、,狀態的時候，,todo/new,狀態的時候，,,：
ProduceCard.json,p_card-03-act-2_067|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[11].text,スキルカード使用数追加,技能卡使用數追加,todo/new,技能卡使用數追加,,直接效果
ProduceCard.json,p_card-03-act-2_067|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[19].text,直接効果,直接效果,todo/new,直接效果,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_071|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[13].text,%分、,%數值，變為,todo/new,%數值，變為,,溫存
ProduceCard.json,p_card-03-act-2_071|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[14].text,パラメータ,打分,todo/new,打分,,變更
ProduceCard.json,p_card-03-act-2_071|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[15].text,上昇量増加）,上升量增加）,todo/new,上升量增加）,, 
ProduceCard.json,p_card-03-act-2_071|0|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[18].text,以降,之後,todo/new,之後,,課程中僅限1次
ProduceCard.json,p_card-03-act-2_071|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[13].text,%分、,%數值，變為,todo/new,%數值，變為,,溫存
ProduceCard.json,p_card-03-act-2_071|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[14].text,パラメータ,打分,todo/new,打分,,2
ProduceCard.json,p_card-03-act-2_071|1|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[15].text,上昇量増加）,上升量增加）,todo/new,上升量增加）,,階段變更
ProduceCard.json,p_card-03-act-2_071|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[13].text,%分、,%數值，變為,todo/new,%數值，變為,,溫存
ProduceCard.json,p_card-03-act-2_071|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[14].text,パラメータ,打分,todo/new,打分,,2
ProduceCard.json,p_card-03-act-2_071|2|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[15].text,上昇量増加）,上升量增加）,todo/new,上升量增加）,,階段變更
ProduceCard.json,p_card-03-act-2_071|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[13].text,%分、,%數值，變為,todo/new,%數值，變為,,溫存
ProduceCard.json,p_card-03-act-2_071|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[14].text,パラメータ,打分,todo/new,打分,,2
ProduceCard.json,p_card-03-act-2_071|3|ProduceDescriptionType_Exam|ExamDescriptionType_CustomizeInitialAdd|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Description_ProduceCardIsInitial|produceDescriptions[15].text,上昇量増加）,上升量增加）,todo/new,上升量增加）,,階段變更
ProduceDescriptionProduceEffect.json,ProduceEffectType_AuditionNpcEnhance|name,ライバルのスコア,對手的得分,todo/new,對手的得分,,對手的分數
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-active_skill-lost-deck_random-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-active_skill-lost-deck_random-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_084-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_084|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_084|produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_084-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_084|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_084|customizeProduceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_144-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_144|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_144|produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_144-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_144|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_144|customizeProduceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_163-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_163|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_163|produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-p_card-03-ido-3_163-hold-all-0_0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_163|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|p_card-03-ido-3_163|customizeProduceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-starter-lost-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_all-starter-lost-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-1-p_card-03-act-1_040_upgrade1-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-1-p_card-03-act-1_040_upgrade1-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-effect_group-visible-exam_preservation-000-hand-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-effect_group-visible-exam_preservation-000-hand-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hand-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hand-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
