文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
Mission.json,mission-main-story-event-003-mission_54|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-003-mission_55|name,有村 麻央でプロデュース評価を合計{threshold}獲得しよう,在有村麻央的培育中累计获得{threshold}培育评价吧,jp_cn,,在有村麻央的培育中累计获得{threshold}培育评价吧,在有村麻央的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_11|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-004-mission_12|name,花海 咲季のファンを{threshold}人獲得しよう,花海咲季获得{threshold}名粉丝吧,jp_cn,,花海咲季获得{threshold}名粉丝吧,花海咲季获得{threshold}名粉丝
Mission.json,mission-main-story-event-004-mission_13|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_14|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_15|name,姫崎 莉波でプロデュース評価を合計{threshold}獲得しよう,在姬崎莉波的培育中累计获得{threshold}培育评价吧,jp_cn,,在姬崎莉波的培育中累计获得{threshold}培育评价吧,在姬崎莉波的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_21|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-004-mission_22|name,藤田 ことねのファンを{threshold}人獲得しよう,藤田琴音获得{threshold}名粉丝吧,jp_cn,,藤田琴音获得{threshold}名粉丝吧,藤田琴音获得{threshold}名粉丝
Mission.json,mission-main-story-event-004-mission_23|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_24|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_25|name,姫崎 莉波でプロデュース評価を合計{threshold}獲得しよう,在姬崎莉波的培育中累计获得{threshold}培育评价吧,jp_cn,,在姬崎莉波的培育中累计获得{threshold}培育评价吧,在姬崎莉波的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_31|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-004-mission_32|name,姫崎 莉波のファンを{threshold}人獲得しよう,姬崎莉波获得{threshold}名粉丝吧,jp_cn,,姬崎莉波获得{threshold}名粉丝吧,姬崎莉波获得{threshold}名粉丝
Mission.json,mission-main-story-event-004-mission_33|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_34|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_35|name,姫崎 莉波でプロデュース評価を合計{threshold}獲得しよう,在姬崎莉波的培育中累计获得{threshold}培育评价吧,jp_cn,,在姬崎莉波的培育中累计获得{threshold}培育评价吧,在姬崎莉波的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_41|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-004-mission_42|name,花海 咲季または藤田 ことねまたは姫崎 莉波のファンを{threshold}人獲得しよう,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝吧,jp_cn,,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝吧,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝
Mission.json,mission-main-story-event-004-mission_43|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_44|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_45|name,姫崎 莉波でプロデュース評価を合計{threshold}獲得しよう,在姬崎莉波的培育中累计获得{threshold}培育评价吧,jp_cn,,在姬崎莉波的培育中累计获得{threshold}培育评价吧,在姬崎莉波的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_51|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-004-mission_52|name,花海 咲季または藤田 ことねまたは姫崎 莉波のファンを{threshold}人獲得しよう,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝吧,jp_cn,,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝吧,花海咲季或藤田琴音或姬崎莉波获得{threshold}名粉丝
Mission.json,mission-main-story-event-004-mission_53|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_54|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-004-mission_55|name,姫崎 莉波でプロデュース評価を合計{threshold}獲得しよう,在姬崎莉波的培育中累计获得{threshold}培育评价吧,jp_cn,,在姬崎莉波的培育中累计获得{threshold}培育评价吧,在姬崎莉波的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_11|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-005-mission_12|name,月村 手毬のファンを{threshold}人獲得しよう,月村手毬获得{threshold}名粉丝吧,jp_cn,,月村手毬获得{threshold}名粉丝吧,月村手毬获得{threshold}名粉丝
Mission.json,mission-main-story-event-005-mission_13|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_14|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_15|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_21|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-005-mission_22|name,花海 佑芽のファンを{threshold}人獲得しよう,花海佑芽获得{threshold}名粉丝吧,jp_cn,,花海佑芽获得{threshold}名粉丝吧,花海佑芽获得{threshold}名粉丝
Mission.json,mission-main-story-event-005-mission_23|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_24|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_25|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_31|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-005-mission_32|name,十王 星南のファンを{threshold}人獲得しよう,十王星南获得{threshold}名粉丝吧,jp_cn,,十王星南获得{threshold}名粉丝吧,十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-005-mission_33|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_34|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_35|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_41|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-005-mission_42|name,月村 手毬または花海 佑芽または十王 星南のファンを{threshold}人獲得しよう,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝吧,jp_cn,,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝吧,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-005-mission_43|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_44|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_45|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_51|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-005-mission_52|name,月村 手毬または花海 佑芽または十王 星南のファンを{threshold}人獲得しよう,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝吧,jp_cn,,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝吧,月村手毬或花海佑芽或十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-005-mission_53|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_54|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-005-mission_55|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_11|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-006-mission_12|name,花海 咲季のファンを{threshold}人獲得しよう,花海咲季获得{threshold}名粉丝吧,jp_cn,,花海咲季获得{threshold}名粉丝吧,花海咲季获得{threshold}名粉丝
Mission.json,mission-main-story-event-006-mission_13|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_14|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_15|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_21|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-006-mission_22|name,月村 手毬のファンを{threshold}人獲得しよう,月村手毬获得{threshold}名粉丝吧,jp_cn,,月村手毬获得{threshold}名粉丝吧,月村手毬获得{threshold}名粉丝
Mission.json,mission-main-story-event-006-mission_23|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_24|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_25|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_31|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-006-mission_32|name,藤田 ことねのファンを{threshold}人獲得しよう,藤田琴音获得{threshold}名粉丝吧,jp_cn,,藤田琴音获得{threshold}名粉丝吧,藤田琴音获得{threshold}名粉丝
Mission.json,mission-main-story-event-006-mission_33|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_34|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_35|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_41|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-006-mission_42|name,花海 咲季または月村 手毬または藤田 ことねのファンを{threshold}人獲得しよう,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝吧,jp_cn,,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝吧,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝
Mission.json,mission-main-story-event-006-mission_43|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_44|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_45|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_51|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-006-mission_52|name,花海 咲季または月村 手毬または藤田 ことねのファンを{threshold}人獲得しよう,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝吧,jp_cn,,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝吧,花海咲季或月村手毬或藤田琴音获得{threshold}名粉丝
Mission.json,mission-main-story-event-006-mission_53|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_54|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-006-mission_55|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_11|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-007-mission_12|name,花海 咲季のファンを{threshold}人獲得しよう,花海咲季获得{threshold}名粉丝吧,jp_cn,,花海咲季获得{threshold}名粉丝吧,花海咲季获得{threshold}名粉丝
Mission.json,mission-main-story-event-007-mission_13|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_14|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_15|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_21|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-007-mission_22|name,花海 佑芽のファンを{threshold}人獲得しよう,花海佑芽获得{threshold}名粉丝吧,jp_cn,,花海佑芽获得{threshold}名粉丝吧,花海佑芽获得{threshold}名粉丝
Mission.json,mission-main-story-event-007-mission_23|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_24|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_25|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_31|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-007-mission_32|name,十王 星南のファンを{threshold}人獲得しよう,十王星南获得{threshold}名粉丝吧,jp_cn,,十王星南获得{threshold}名粉丝吧,十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-007-mission_33|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_34|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_35|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_41|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-007-mission_42|name,花海 咲季または花海 佑芽または十王 星南のファンを{threshold}人獲得しよう,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝吧,jp_cn,,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝吧,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-007-mission_43|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_44|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_45|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_51|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-007-mission_52|name,花海 咲季または花海 佑芽または十王 星南のファンを{threshold}人獲得しよう,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝吧,jp_cn,,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝吧,花海咲季或花海佑芽或十王星南获得{threshold}名粉丝
Mission.json,mission-main-story-event-007-mission_53|name,花海 咲季でプロデュース評価を合計{threshold}獲得しよう,在花海咲季的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海咲季的培育中累计获得{threshold}培育评价吧,在花海咲季的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_54|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-007-mission_55|name,十王 星南でプロデュース評価を合計{threshold}獲得しよう,在十王星南的培育中累计获得{threshold}培育评价吧,jp_cn,,在十王星南的培育中累计获得{threshold}培育评价吧,在十王星南的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-008-mission_11|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-008-mission_12|name,月村 手毬のファンを{threshold}人獲得しよう,月村手毬获得{threshold}名粉丝吧,jp_cn,,月村手毬获得{threshold}名粉丝吧,月村手毬获得{threshold}名粉丝
Mission.json,mission-main-story-event-008-mission_13|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-008-mission_14|name,藤田 ことねでプロデュース評価を合計{threshold}獲得しよう,在藤田琴音的培育中累计获得{threshold}培育评价吧,jp_cn,,在藤田琴音的培育中累计获得{threshold}培育评价吧,在藤田琴音的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-008-mission_15|name,花海 佑芽でプロデュース評価を合計{threshold}獲得しよう,在花海佑芽的培育中累计获得{threshold}培育评价吧,jp_cn,,在花海佑芽的培育中累计获得{threshold}培育评价吧,在花海佑芽的培育中累计获得{threshold}培育评价
Mission.json,mission-main-story-event-008-mission_21|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,mission-main-story-event-008-mission_22|name,藤田 ことねのファンを{threshold}人獲得しよう,藤田琴音获得{threshold}名粉丝吧,jp_cn,,藤田琴音获得{threshold}名粉丝吧,藤田琴音获得{threshold}名粉丝
Mission.json,mission-main-story-event-008-mission_23|name,月村 手毬でプロデュース評価を合計{threshold}獲得しよう,在月村手毬的培育中累计获得{threshold}培育评价吧,jp_cn,,在月村手毬的培育中累计获得{threshold}培育评价吧,在月村手毬的培育中累计获得{threshold}培育评价
